"Depth_m","T_C","Salinity","Cond_uScm","EC25_uScm","Density_kgm3","Chla_ugL","Turbidity_FTU","DO_pc","DO_mgL","Lake"
13.6,8.804,0.329,0.4658,723.684,1000.122,8.3,2.42,0.07,0.008,"Ar"
13.7,8.8,0.33,0.4663,724.527,1000.123,8.24,2.36,0.08,0.009,"Ar"
13.8,8.816,0.329,0.4657,723.191,1000.122,8.65,2.71,0.07,0.009,"Ar"
13.9,8.802,0.33,0.4661,724.159,1000.124,8.33,2.38,0.07,0.008,"Ar"
14,8.811,0.329,0.4656,723.123,1000.124,8.37,2.49,0.08,0.009,"Ar"
14.1,8.797,0.329,0.4658,723.75,1000.125,8.18,2.39,0.07,0.008,"Ar"
14.2,8.795,0.329,0.4656,723.588,1000.126,8.19,2.42,0.07,0.008,"Ar"
14.3,8.784,0.329,0.4656,723.767,1000.127,8.24,2.39,0.07,0.008,"Ar"
14.4,8.778,0.33,0.4657,724.1,1000.128,8.25,2.32,0.07,0.008,"Ar"
14.5,8.787,0.33,0.466,724.416,1000.128,8.15,2.21,0.07,0.008,"Ar"
14.6,8.779,0.329,0.4655,723.725,1000.129,8.35,2.32,0.06,0.007,"Ar"
14.7,8.778,0.329,0.4654,723.679,1000.129,8.32,2.41,0.07,0.008,"Ar"
14.8,8.779,0.329,0.4655,723.757,1000.13,8.34,2.39,0.07,0.008,"Ar"
14.9,8.77,0.33,0.4656,724.142,1000.131,8.4,2.39,0.06,0.007,"Ar"
15,8.775,0.33,0.4656,724.07,1000.131,8.34,2.35,0.06,0.007,"Ar"
15.1,8.769,0.329,0.4654,723.928,1000.132,8.46,2.34,0.07,0.008,"Ar"
15.2,8.772,0.33,0.4655,723.941,1000.132,8.46,2.46,0.07,0.008,"Ar"
15.3,8.778,0.33,0.4657,724.177,1000.132,8.24,2.17,0.06,0.007,"Ar"
15.4,8.767,0.33,0.4656,724.213,1000.134,8.32,2.34,0.06,0.007,"Ar"
15.5,8.763,0.33,0.4655,724.266,1000.134,8.53,2.48,0.06,0.006,"Ar"
15.6,8.754,0.33,0.4656,724.54,1000.136,8.94,2.49,0.06,0.007,"Ar"
15.7,8.76,0.33,0.4657,724.516,1000.136,9.35,2.98,0.06,0.007,"Ar"
15.8,8.758,0.33,0.4655,724.364,1000.136,10.53,4.87,0.06,0.007,"Ar"
15.9,8.708,0.335,0.4715,734.906,1000.144,0.2,17.59,0.04,0.004,"Ar"
0,22.306,0.205,0.4023,427.617,997.859,1.55,1.47,92.28,7.986,"Sc"
0.1,22.297,0.205,0.4024,427.843,997.861,1.52,1.18,88.18,7.631,"Sc"
0.2,22.295,0.205,0.4015,426.929,997.862,1.72,1.57,86.7,7.505,"Sc"
0.3,22.295,0.205,0.4017,427.141,997.862,1.73,1.4,85.56,7.408,"Sc"
0.4,22.295,0.205,0.4015,426.893,997.863,1.88,1.45,84.59,7.324,"Sc"
0.5,22.293,0.205,0.4013,426.755,997.863,1.75,1.31,83.89,7.264,"Sc"
0.6,22.296,0.205,0.4014,426.835,997.863,1.77,1.27,83.63,7.242,"Sc"
0.7,22.298,0.205,0.4013,426.698,997.863,1.82,1.33,83.05,7.191,"Sc"
0.8,22.299,0.205,0.4013,426.666,997.863,1.84,1.33,82.89,7.178,"Sc"
0.9,22.299,0.205,0.4013,426.674,997.864,1.85,1.22,82.53,7.146,"Sc"
1,22.299,0.205,0.4015,426.879,997.864,1.88,1.29,82.17,7.115,"Sc"
1.1,22.299,0.205,0.4016,426.964,997.865,1.9,1.22,81.87,7.089,"Sc"
1.2,22.302,0.205,0.4017,427.067,997.865,1.9,1.21,81.46,7.052,"Sc"
1.3,22.3,0.205,0.4017,427.099,997.866,1.85,1.15,81.38,7.046,"Sc"
1.4,22.291,0.205,0.4015,426.997,997.868,1.93,1.24,81.2,7.031,"Sc"
1.5,22.287,0.205,0.4014,426.924,997.869,2.01,1.45,81.14,7.028,"Sc"
1.6,22.297,0.205,0.4016,427.013,997.868,1.98,1.2,80.7,6.988,"Sc"
1.7,22.293,0.205,0.4015,426.879,997.869,1.99,1.24,80.69,6.989,"Sc"
1.8,22.276,0.205,0.4015,427.079,997.873,1.95,1.28,80.64,6.984,"Sc"
1.9,22.278,0.205,0.4015,427.08,997.873,1.96,1.2,80.32,6.957,"Sc"
2,22.27,0.205,0.4014,427.006,997.876,2.07,1.32,80.42,6.967,"Sc"
2.1,22.276,0.205,0.4015,427.076,997.875,1.89,1.25,80.2,6.948,"Sc"
2.2,22.26,0.205,0.4012,426.922,997.879,1.98,1.25,80.24,6.955,"Sc"
2.3,22.254,0.205,0.4012,426.994,997.881,2.15,1.27,80.08,6.941,"Sc"
2.4,22.239,0.205,0.4009,426.852,997.885,2.22,1.31,80.03,6.941,"Sc"
2.5,22.152,0.205,0.4004,427.208,997.905,2.04,1.31,80.02,6.951,"Sc"
2.6,22.091,0.205,0.4002,427.604,997.919,2.09,1.38,79.97,6.958,"Sc"
2.7,22.02,0.205,0.3998,427.883,997.936,2.22,1.39,79.64,6.938,"Sc"
2.8,21.933,0.205,0.3996,428.547,997.957,2.32,1.21,78.99,6.891,"Sc"
2.9,21.865,0.206,0.3994,429.018,997.973,2.36,1.28,78.17,6.833,"Sc"
3,21.808,0.206,0.3992,429.393,997.986,2.3,1.33,77.26,6.757,"Sc"
3.1,21.749,0.206,0.3985,429.194,998,2.46,1.35,76.52,6.698,"Sc"
3.2,21.642,0.206,0.3982,429.934,998.024,2.25,1.29,75.79,6.65,"Sc"
3.3,21.59,0.206,0.3981,430.367,998.036,2.42,1.4,74.96,6.582,"Sc"
3.4,21.565,0.206,0.398,430.535,998.043,2.28,1.28,74.14,6.513,"Sc"
3.5,21.523,0.206,0.3979,430.859,998.052,2.23,1.75,72.35,6.36,"Sc"
3.6,21.488,0.206,0.3977,430.983,998.061,2.49,1.38,71.37,6.279,"Sc"
3.7,21.439,0.206,0.3974,431.142,998.072,2.23,1.32,70.77,6.236,"Sc"
3.8,21.279,0.207,0.3972,432.659,998.108,2.29,1.21,69.37,6.125,"Sc"
3.9,21.158,0.207,0.3964,432.966,998.135,2.39,1.38,67.68,5.988,"Sc"
4,21.023,0.208,0.3962,434.197,998.166,2.42,1.32,65.67,5.827,"Sc"
4.1,20.985,0.208,0.3959,434.235,998.174,2.4,1.24,64.29,5.709,"Sc"
4.2,20.975,0.208,0.3959,434.373,998.177,2.37,1.35,62.6,5.561,"Sc"
4.3,20.922,0.208,0.3956,434.544,998.189,2.54,1.38,60.3,5.36,"Sc"
4.4,20.84,0.208,0.3949,434.632,998.207,2.42,1.35,58.86,5.246,"Sc"
4.5,20.668,0.208,0.3946,436.188,998.245,2.7,1.42,57.21,5.113,"Sc"
4.6,20.412,0.209,0.3938,437.969,998.3,2.48,1.25,54.75,4.912,"Sc"
4.7,20.215,0.209,0.3916,437.627,998.342,2.56,1.33,52.83,4.767,"Sc"
4.8,19.652,0.21,0.3896,441.528,998.46,2.62,1.49,48.82,4.444,"Sc"
4.9,19.358,0.211,0.388,443.009,998.52,2.73,1.25,42.05,3.853,"Sc"
5,18.928,0.211,0.3845,443.734,998.605,2.99,1.39,36.84,3.413,"Sc"
5.1,18.454,0.212,0.3826,447.005,998.698,2.67,1.28,32.42,3.022,"Sc"
5.2,18.094,0.212,0.3794,447.339,998.766,2.59,1.4,28.5,2.678,"Sc"
5.3,17.909,0.212,0.378,447.811,998.801,2.34,1.24,25.97,2.449,"Sc"
5.4,17.737,0.212,0.3771,448.79,998.833,2.47,1.36,24.34,2.301,"Sc"
5.5,17.712,0.212,0.3765,448.393,998.838,2.73,1.29,23.51,2.225,"Sc"
5.6,17.592,0.212,0.3753,448.341,998.86,2.45,1.49,23.08,2.192,"Sc"
5.7,17.361,0.212,0.3738,449.333,998.902,2.5,1.39,22.63,2.159,"Sc"
5.8,17.064,0.211,0.3701,448.334,998.955,2.7,1.36,22.18,2.126,"Sc"
5.9,16.586,0.212,0.3663,449.458,999.038,2.11,1.29,21.77,2.111,"Sc"
6,15.917,0.212,0.3607,450.768,999.149,2.15,1.22,21.25,2.088,"Sc"
6.1,15.275,0.212,0.3558,452.611,999.252,2.3,1.15,20.62,2.052,"Sc"
6.2,15.036,0.212,0.3535,452.807,999.289,2,1.11,20.35,2.04,"Sc"
6.3,14.721,0.212,0.3522,455.148,999.337,1.84,1.07,20.28,2.046,"Sc"
6.4,14.44,0.213,0.3506,456.635,999.379,1.81,0.99,20.04,2.032,"Sc"
6.5,14.212,0.212,0.3477,455.882,999.412,1.74,1.1,19.19,1.953,"Sc"
6.6,13.945,0.212,0.3458,456.992,999.45,1.75,1.03,18.61,1.906,"Sc"
6.7,13.755,0.213,0.3458,459.403,999.477,1.71,1.06,18.16,1.869,"Sc"
6.8,13.732,0.213,0.3446,458.202,999.48,1.61,1.11,18.21,1.874,"Sc"
6.9,13.693,0.213,0.3448,459.016,999.486,1.37,1.06,18.05,1.86,"Sc"
7,13.631,0.213,0.3444,459.215,999.495,1.65,1.32,17.41,1.797,"Sc"
7.1,13.568,0.213,0.3432,458.495,999.504,1.78,1.47,16.46,1.702,"Sc"
7.2,13.48,0.213,0.3428,459.118,999.516,1.55,1.78,15.94,1.651,"Sc"
7.3,13.493,0.213,0.3423,458.349,999.515,1.77,1.6,14.74,1.527,"Sc"
7.4,13.408,0.212,0.3412,457.962,999.526,1.54,1.22,14.5,1.505,"Sc"
7.5,13.319,0.213,0.3411,459.058,999.539,1.44,1.25,14.3,1.486,"Sc"
7.6,13.254,0.212,0.3395,457.818,999.547,1.46,1.21,14.32,1.491,"Sc"
7.7,13.098,0.211,0.3374,457.019,999.567,1.65,1.15,14.37,1.502,"Sc"
7.8,12.86,0.212,0.3361,458.559,999.598,1.46,1.04,14.31,1.506,"Sc"
7.9,12.676,0.213,0.3363,461.331,999.623,1.56,1.14,14.16,1.494,"Sc"
8,12.59,0.212,0.3344,459.946,999.633,1.25,0.99,13.82,1.461,"Sc"
8.1,12.471,0.212,0.3335,460.337,999.648,1.26,0.92,13.58,1.441,"Sc"
8.2,12.35,0.213,0.3331,461.58,999.663,1.3,1.03,13.1,1.393,"Sc"
8.3,12.302,0.213,0.3328,461.747,999.67,1.42,0.97,12.68,1.35,"Sc"
8.4,12.254,0.213,0.3326,462.178,999.676,1.34,0.89,11.93,1.272,"Sc"
8.5,12.212,0.213,0.332,461.907,999.681,1.41,0.88,11.13,1.188,"Sc"
8.6,12.152,0.212,0.3312,461.726,999.688,1.34,0.85,10.35,1.106,"Sc"
8.7,12.069,0.212,0.3306,461.989,999.699,1.2,0.89,9.31,0.997,"Sc"
8.8,12.001,0.213,0.3308,463.316,999.707,1.33,0.85,8.72,0.933,"Sc"
8.9,11.929,0.212,0.329,461.79,999.715,1.37,0.85,8.23,0.883,"Sc"
9,11.898,0.212,0.3289,462.134,999.719,1.34,0.86,8.15,0.876,"Sc"
9.1,11.862,0.212,0.3287,462.302,999.724,1.39,0.89,8.32,0.895,"Sc"
9.2,11.813,0.213,0.3292,463.737,999.73,1.32,1,9.01,0.969,"Sc"
9.3,11.753,0.212,0.3277,462.416,999.737,1.38,0.9,9.2,0.992,"Sc"
9.4,11.716,0.212,0.3275,462.669,999.742,1.4,0.88,9.24,0.997,"Sc"
9.5,11.633,0.213,0.3273,463.639,999.752,1.25,0.95,9.23,0.998,"Sc"
9.6,11.574,0.213,0.3269,463.909,999.759,1.46,0.82,9.04,0.979,"Sc"
9.7,11.533,0.212,0.3263,463.661,999.763,1.37,0.86,8.82,0.956,"Sc"
9.8,11.498,0.212,0.3258,463.421,999.768,1.26,0.85,8.65,0.939,"Sc"
9.9,11.437,0.212,0.3253,463.673,999.775,1.32,0.79,8.36,0.907,"Sc"
10,11.389,0.212,0.3251,464.037,999.78,1.34,0.85,8.05,0.875,"Sc"
10.1,11.361,0.213,0.3252,464.624,999.784,1.16,0.96,7.75,0.843,"Sc"
10.2,11.331,0.212,0.3242,463.613,999.787,1.23,0.81,7.45,0.811,"Sc"
10.3,11.304,0.212,0.3238,463.504,999.791,1.12,0.82,7.34,0.799,"Sc"
10.4,11.264,0.212,0.3238,463.968,999.795,1.38,0.86,7.25,0.791,"Sc"
10.5,11.161,0.212,0.323,464.341,999.807,1.63,0.85,7.16,0.782,"Sc"
10.6,11.099,0.212,0.3226,464.769,999.814,1.32,0.83,7.13,0.781,"Sc"
10.7,11.065,0.212,0.3221,464.439,999.817,1.41,0.88,7.12,0.78,"Sc"
10.8,11.025,0.212,0.3219,464.764,999.822,1.49,0.9,7.04,0.771,"Sc"
10.9,10.984,0.212,0.3213,464.517,999.827,1.33,0.85,6.86,0.753,"Sc"
11,10.949,0.213,0.3221,466.22,999.831,1.09,0.86,6.54,0.717,"Sc"
11.1,10.951,0.212,0.3208,464.326,999.831,1.25,0.86,6.41,0.703,"Sc"
11.2,10.913,0.212,0.3201,463.842,999.835,1.08,0.83,6.34,0.697,"Sc"
11.3,10.846,0.211,0.3189,463.155,999.842,1.03,0.83,6.28,0.692,"Sc"
11.4,10.801,0.211,0.3187,463.443,999.847,1.08,0.81,6.25,0.689,"Sc"
11.5,10.733,0.211,0.3181,463.628,999.854,1.03,0.86,6.23,0.688,"Sc"
11.6,10.7,0.211,0.3177,463.55,999.858,1.01,0.83,6.26,0.693,"Sc"
11.7,10.663,0.211,0.3174,463.641,999.862,0.98,0.82,6.32,0.699,"Sc"
11.8,10.59,0.212,0.3175,464.8,999.87,0.99,0.76,6.45,0.715,"Sc"
11.9,10.55,0.212,0.3172,465.076,999.874,1.04,0.81,6.56,0.727,"Sc"
12,10.526,0.212,0.317,465.029,999.877,1.07,0.78,6.58,0.73,"Sc"
12.1,10.508,0.212,0.3169,465.278,999.879,1.18,0.82,6.59,0.731,"Sc"
12.2,10.473,0.212,0.3166,465.286,999.883,1.09,0.86,6.64,0.737,"Sc"
12.3,10.432,0.212,0.3164,465.606,999.887,1.25,1.01,6.6,0.733,"Sc"
12.4,10.387,0.212,0.3168,466.872,999.892,2,1.22,6.42,0.713,"Sc"
12.5,10.373,0.212,0.316,465.922,999.894,1.68,1.22,6.2,0.689,"Sc"
12.6,10.346,0.212,0.3155,465.536,999.897,1.3,1.14,5.98,0.666,"Sc"
12.7,10.278,0.212,0.3151,465.97,999.903,1.32,1.07,5.37,0.599,"Sc"
12.8,10.246,0.212,0.3148,466.019,999.907,1.44,1.15,4.37,0.487,"Sc"
12.9,10.223,0.212,0.3151,466.873,999.91,1.29,1.38,3.74,0.417,"Sc"
13,10.221,0.212,0.3148,466.4,999.91,1.25,1.24,3.1,0.346,"Sc"
13.1,10.178,0.212,0.3142,466.226,999.914,1.11,1.21,2.67,0.298,"Sc"
13.2,10.153,0.212,0.3141,466.467,999.917,1.2,1.17,2.49,0.278,"Sc"
13.3,10.124,0.211,0.3137,466.24,999.92,1.18,1.1,2.29,0.257,"Sc"
13.4,10.1,0.212,0.3136,466.587,999.923,1.82,1.04,2.17,0.243,"Sc"
13.5,10.076,0.212,0.3134,466.541,999.926,1.25,0.99,2.02,0.226,"Sc"
13.6,10.051,0.212,0.3133,466.763,999.928,1.08,0.93,1.86,0.209,"Sc"
13.7,10.043,0.212,0.3136,467.411,999.93,1,1.17,1.65,0.185,"Sc"
13.8,10.021,0.212,0.3129,466.7,999.932,0.94,0.99,1.43,0.16,"Sc"
13.9,9.985,0.211,0.3125,466.686,999.935,0.87,0.97,1.21,0.136,"Sc"
14,9.972,0.211,0.3124,466.64,999.937,0.87,1.07,1.06,0.119,"Sc"
14.1,9.955,0.211,0.3122,466.678,999.939,0.87,1.11,0.94,0.105,"Sc"
14.2,9.941,0.211,0.3119,466.44,999.941,0.89,1.15,0.82,0.092,"Sc"
14.3,9.918,0.211,0.3115,466.152,999.943,0.86,1.21,0.71,0.08,"Sc"
14.4,9.898,0.211,0.3114,466.264,999.945,0.87,1.08,0.65,0.073,"Sc"
14.5,9.89,0.211,0.3113,466.246,999.946,0.88,1.1,0.65,0.073,"Sc"
14.6,9.867,0.211,0.3113,466.711,999.949,0.94,1.11,0.73,0.083,"Sc"
14.7,9.851,0.212,0.3116,467.338,999.951,1.07,1.18,0.84,0.094,"Sc"
14.8,9.836,0.211,0.3114,467.253,999.953,1.14,0.85,0.87,0.098,"Sc"
14.9,9.825,0.212,0.3115,467.663,999.954,1.14,0.65,0.85,0.096,"Sc"
15,9.805,0.212,0.3117,468.16,999.957,1.2,0.5,0.8,0.091,"Sc"
15.1,9.777,0.212,0.3118,468.768,999.96,1.2,0.43,0.66,0.075,"Sc"
15.2,9.758,0.212,0.3116,468.727,999.962,1.31,0.64,0.55,0.062,"Sc"
15.3,9.742,0.212,0.3116,469.045,999.964,1.32,0.82,0.5,0.056,"Sc"
15.4,9.71,0.212,0.3115,469.424,999.967,1.32,0.79,0.43,0.049,"Sc"
15.5,9.686,0.212,0.3111,469.203,999.969,1.32,0.6,0.36,0.04,"Sc"
15.6,9.657,0.212,0.311,469.466,999.973,1.37,0.85,0.31,0.035,"Sc"
15.7,9.652,0.212,0.3109,469.414,999.973,1.39,0.97,0.29,0.033,"Sc"
15.8,9.62,0.212,0.3108,469.753,999.977,1.46,1.08,0.25,0.028,"Sc"
15.9,9.604,0.212,0.3105,469.569,999.978,1.56,1.46,0.22,0.025,"Sc"
16,9.588,0.212,0.3105,469.792,999.98,1.47,1.1,0.2,0.023,"Sc"
16.1,9.575,0.212,0.3103,469.616,999.982,1.41,0.67,0.19,0.022,"Sc"
16.2,9.552,0.212,0.31,469.645,999.984,1.41,0.61,0.17,0.019,"Sc"
16.3,9.544,0.212,0.3101,469.898,999.985,1.4,0.5,0.16,0.018,"Sc"
16.4,9.526,0.212,0.3097,469.557,999.987,1.4,0.74,0.16,0.018,"Sc"
16.5,9.517,0.212,0.3097,469.704,999.988,1.39,0.49,0.15,0.017,"Sc"
16.6,9.512,0.212,0.3096,469.648,999.989,1.42,0.56,0.14,0.016,"Sc"
16.7,9.506,0.212,0.3097,469.785,999.99,1.46,0.72,0.13,0.015,"Sc"
16.8,9.495,0.212,0.3097,470.096,999.992,2.02,1.82,0.13,0.015,"Sc"
16.9,9.484,0.212,0.3095,469.914,999.993,1.56,0.96,0.12,0.013,"Sc"
17,9.482,0.212,0.3096,470.014,999.994,1.62,1.21,0.13,0.015,"Sc"
17.1,9.479,0.212,0.3096,470.115,999.994,1.6,1.21,0.11,0.013,"Sc"
17.2,9.465,0.212,0.3093,469.967,999.996,1.61,1.35,0.11,0.013,"Sc"
17.3,9.45,0.212,0.3094,470.33,999.998,1.7,1.54,0.11,0.013,"Sc"
17.4,9.434,0.212,0.3092,470.292,999.999,1.6,1.33,0.1,0.011,"Sc"
17.5,9.415,0.212,0.3093,470.753,1000.002,1.59,1.24,0.11,0.012,"Sc"
17.6,9.409,0.212,0.309,470.33,1000.002,1.59,1.36,0.1,0.011,"Sc"
17.7,9.396,0.212,0.3091,470.706,1000.004,1.63,1.59,0.09,0.011,"Sc"
17.8,9.391,0.212,0.3091,470.697,1000.005,1.62,1.5,0.09,0.011,"Sc"
17.9,9.388,0.212,0.3089,470.563,1000.006,1.61,1.68,0.1,0.011,"Sc"
18,9.385,0.212,0.309,470.685,1000.006,1.66,2.02,0.1,0.011,"Sc"
18.1,9.371,0.212,0.3088,470.668,1000.008,1.74,2.63,0.1,0.011,"Sc"
18.2,9.354,0.212,0.309,471.203,1000.01,2.11,3.69,0.09,0.01,"Sc"
18.3,9.338,0.213,0.309,471.391,1000.012,2.09,4.16,0.09,0.011,"Sc"
18.4,9.316,0.213,0.3087,471.388,1000.014,2.04,4.18,0.1,0.011,"Sc"
18.5,9.303,0.213,0.3087,471.548,1000.015,2.03,4.29,0.1,0.011,"Sc"
18.6,9.289,0.213,0.3087,471.801,1000.017,2.1,4.36,0.09,0.011,"Sc"
18.7,9.284,0.213,0.3086,471.625,1000.018,2.11,4.41,0.1,0.011,"Sc"
18.8,9.28,0.212,0.3084,471.481,1000.019,2.09,4.41,0.1,0.012,"Sc"
18.9,9.272,0.213,0.3086,471.872,1000.02,2.13,4.41,0.1,0.011,"Sc"
19,9.264,0.213,0.3085,471.889,1000.021,2.18,4.44,0.09,0.011,"Sc"
19.1,9.261,0.213,0.3084,471.734,1000.022,2.18,4.54,0.09,0.011,"Sc"
19.2,9.251,0.213,0.3083,471.77,1000.023,2.2,4.45,0.08,0.01,"Sc"
19.3,9.243,0.213,0.3082,471.653,1000.024,2.28,4.4,0.09,0.011,"Sc"
19.4,9.202,0.213,0.3081,472.172,1000.028,2.18,3.87,0.09,0.01,"Sc"
19.5,9.152,0.213,0.3078,472.602,1000.032,2.22,3.4,0.09,0.01,"Sc"
19.6,9.137,0.213,0.3077,472.62,1000.034,2.23,3.01,0.09,0.01,"Sc"
19.7,9.118,0.213,0.3076,472.729,1000.036,2.2,2.88,0.08,0.01,"Sc"
19.8,9.112,0.213,0.3075,472.752,1000.037,2.25,2.98,0.09,0.01,"Sc"
19.9,9.109,0.213,0.3075,472.752,1000.037,2.22,2.85,0.09,0.01,"Sc"
20,9.104,0.213,0.3075,472.88,1000.038,2.2,2.78,0.08,0.009,"Sc"
20.1,9.1,0.213,0.3074,472.83,1000.039,2.23,2.77,0.08,0.009,"Sc"
20.2,9.093,0.213,0.3073,472.667,1000.04,2.21,2.73,0.08,0.009,"Sc"
20.3,9.082,0.213,0.3072,472.745,1000.041,2.15,2.57,0.07,0.008,"Sc"
20.4,9.063,0.213,0.3072,473.023,1000.043,2.08,2.5,0.07,0.008,"Sc"
20.5,9.045,0.213,0.3072,473.318,1000.045,2.05,2.6,0.08,0.009,"Sc"
20.6,9.032,0.213,0.3072,473.492,1000.047,2.03,2.62,0.07,0.008,"Sc"
20.7,9.019,0.213,0.3071,473.588,1000.048,2.04,2.71,0.08,0.009,"Sc"
20.8,9.016,0.213,0.3072,473.844,1000.049,2.03,2.67,0.07,0.009,"Sc"
20.9,9.014,0.213,0.3071,473.697,1000.05,2.03,2.67,0.07,0.007,"Sc"
21,9.016,0.213,0.3072,473.77,1000.05,2.03,2.66,0.07,0.008,"Sc"
21.1,9.015,0.213,0.3073,473.967,1000.051,2.12,2.94,0.07,0.008,"Sc"
21.2,9.013,0.213,0.3072,473.884,1000.051,2.06,2.82,0.07,0.008,"Sc"
21.3,9.01,0.213,0.3071,473.773,1000.052,2.01,2.68,0.07,0.008,"Sc"
21.4,9.003,0.213,0.3071,473.835,1000.053,2.01,2.7,0.07,0.008,"Sc"
21.5,8.99,0.213,0.307,473.993,1000.054,1.99,2.71,0.07,0.008,"Sc"
21.6,8.981,0.213,0.3069,473.987,1000.055,1.99,2.73,0.07,0.008,"Sc"
21.7,8.973,0.213,0.3071,474.324,1000.057,1.96,2.71,0.08,0.009,"Sc"
21.8,8.959,0.213,0.3072,474.739,1000.058,1.98,2.71,0.07,0.009,"Sc"
21.9,8.952,0.213,0.3072,474.922,1000.059,2,2.71,0.07,0.008,"Sc"
22,8.95,0.214,0.3073,475.093,1000.06,2.11,2.96,0.08,0.009,"Sc"
22.1,8.951,0.214,0.3075,475.284,1000.061,2.11,3.01,0.07,0.008,"Sc"
22.2,8.948,0.214,0.3075,475.384,1000.061,2.06,2.84,0.07,0.008,"Sc"
22.3,8.947,0.214,0.3075,475.374,1000.062,2.01,2.77,0.07,0.008,"Sc"
22.4,8.933,0.214,0.3075,475.665,1000.063,2.02,2.82,0.07,0.008,"Sc"
22.5,8.928,0.214,0.3075,475.763,1000.064,2.02,2.78,0.08,0.01,"Sc"
22.6,8.919,0.214,0.3075,475.904,1000.065,2.01,2.77,0.06,0.007,"Sc"
22.7,8.909,0.214,0.3076,476.111,1000.067,1.99,2.78,0.06,0.007,"Sc"
22.8,8.899,0.214,0.3076,476.294,1000.068,2.01,2.77,0.07,0.008,"Sc"
22.9,8.895,0.214,0.3076,476.421,1000.069,2.03,2.84,0.07,0.008,"Sc"
23,8.89,0.214,0.3076,476.471,1000.07,2.01,2.78,0.07,0.008,"Sc"
23.1,8.884,0.214,0.3077,476.646,1000.071,2.02,2.78,0.07,0.008,"Sc"
23.2,8.887,0.214,0.3077,476.605,1000.071,2.02,2.77,0.07,0.009,"Sc"
23.3,8.887,0.214,0.3077,476.604,1000.071,2.02,2.81,0.07,0.008,"Sc"
23.4,8.885,0.214,0.3077,476.667,1000.072,2.03,2.78,0.07,0.008,"Sc"
23.5,8.886,0.214,0.3077,476.675,1000.072,2.04,2.77,0.08,0.009,"Sc"
23.6,8.883,0.214,0.3077,476.711,1000.073,2.2,3.58,0.07,0.008,"Sc"
23.7,8.886,0.214,0.3077,476.647,1000.073,2.11,3.21,0.06,0.007,"Sc"
23.8,8.882,0.214,0.3077,476.709,1000.074,2.06,2.94,0.07,0.008,"Sc"
23.9,8.883,0.214,0.3077,476.795,1000.074,2.06,2.82,0.06,0.007,"Sc"
24,8.885,0.214,0.3078,476.798,1000.075,2.05,2.8,0.06,0.007,"Sc"
24.1,8.886,0.214,0.3078,476.914,1000.075,2.04,2.73,0.07,0.008,"Sc"
24.2,8.887,0.214,0.3079,476.968,1000.076,2.06,2.74,0.08,0.009,"Sc"
24.3,8.886,0.214,0.3078,476.882,1000.076,2.05,2.73,0.08,0.009,"Sc"
24.4,8.875,0.214,0.3079,477.096,1000.078,2.03,2.71,0.08,0.009,"Sc"
24.5,8.876,0.214,0.308,477.248,1000.078,2.05,2.75,0.09,0.01,"Sc"
24.6,8.873,0.214,0.308,477.363,1000.079,2.09,2.78,0.08,0.009,"Sc"
24.7,8.871,0.214,0.3079,477.312,1000.079,2.05,2.73,0.08,0.009,"Sc"
24.8,8.868,0.215,0.3082,477.771,1000.08,2.05,2.68,0.09,0.01,"Sc"
24.9,8.867,0.214,0.308,477.442,1000.081,2.06,2.75,0.09,0.01,"Sc"
25,8.862,0.215,0.308,477.524,1000.081,2.06,2.75,0.1,0.011,"Sc"
25.1,8.854,0.215,0.308,477.636,1000.083,2.06,2.68,0.09,0.01,"Sc"
25.2,8.857,0.215,0.308,477.622,1000.083,2.05,2.74,0.08,0.01,"Sc"
25.3,8.856,0.215,0.3081,477.748,1000.083,2.04,2.64,0.08,0.009,"Sc"
25.4,8.851,0.215,0.3081,477.91,1000.084,2.01,2.59,0.08,0.009,"Sc"
25.5,8.843,0.215,0.3081,477.963,1000.085,2.04,2.64,0.08,0.009,"Sc"
25.6,8.845,0.215,0.3081,478.033,1000.086,2.02,2.6,0.08,0.009,"Sc"
25.7,8.845,0.215,0.3082,478.146,1000.086,2.06,2.57,0.08,0.01,"Sc"
25.8,8.845,0.215,0.3082,478.105,1000.087,2.05,2.57,0.08,0.009,"Sc"
25.9,8.841,0.215,0.308,477.951,1000.087,2.04,2.59,0.09,0.01,"Sc"
26,8.834,0.215,0.3078,477.626,1000.088,1.99,2.53,0.09,0.011,"Sc"
26.1,8.823,0.215,0.3079,477.997,1000.09,1.99,2.5,0.08,0.01,"Sc"
26.2,8.826,0.215,0.3079,477.947,1000.09,2.02,2.46,0.08,0.01,"Sc"
26.3,8.824,0.214,0.3074,477.272,1000.09,1.99,2.55,0.08,0.01,"Sc"
26.4,8.823,0.214,0.3076,477.531,1000.091,1.94,2.42,0.08,0.01,"Sc"
26.5,8.81,0.214,0.3074,477.491,1000.092,2.01,2.43,0.09,0.01,"Sc"
26.6,8.81,0.214,0.3074,477.52,1000.093,2.1,2.56,0.08,0.01,"Sc"
26.7,8.805,0.215,0.3075,477.768,1000.094,2.01,2.42,0.09,0.01,"Sc"
